file_url,link_title,date,title,article_url,publication,description,tags
/media/media-35546.pdf,"<span class=""asset-headline-intro"">Classification Guide for Cryptanalysis</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35547.pdf,"<span class=""asset-headline-intro"">Procedural GCHQ Document on how analysts are to handle encrypted traffic</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35548.pdf,"<span class=""asset-headline-intro"">NSA / GCHQ Crypt Discovery Joint Collaboration Activity</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35549.pdf,"<span class=""asset-headline-intro"">NSA Cryptographic Modernization (CryptoMod) Classification Guide</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35550.pdf,"<span class=""asset-headline-intro"">""National Information Assurance Research Laboratory (NIARL)"": Newsletter, Keyword TUNDRA</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35551.pdf,"<span class=""asset-headline-intro"">What Your Mother Never Told You About the development of Signal Intelligence</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35552.pdf,"<span class=""asset-headline-intro"">Intercept with OTR encrypted chat</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35538.pdf,"<span class=""asset-headline-intro"">Explanation of a potential technique to deanonymise users of the TOR network</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35539.pdf,"<span class=""asset-headline-intro"">Analytics on security of TOR hidden services</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35540.pdf,"<span class=""asset-headline-intro"">Overview on Internet Anonymization Services on how they work</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35541.pdf,"<span class=""asset-headline-intro"">TOR deanonymisation research</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35542.pdf,"<span class=""asset-headline-intro"">TOR Overview of Existing Techniques</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35543.pdf,"<span class=""asset-headline-intro"">A potential technique to deanonymise users of the TOR network</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35513.pdf,"<span class=""asset-headline-intro"">NSA High Level Description on TURMOIL / APEX Programs on Attacking VPN</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35514.pdf,"<span class=""asset-headline-intro"">Explanation of the GALLANTWAVE that decrypts VPN Traffic within LONGHAUL</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35515.pdf,"<span class=""asset-headline-intro"">Intro to the VPN Exploitation Process mentioning the protocols attacked - PPTP, IPSEC, SSL, SSH)</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35516.pdf,"<span class=""asset-headline-intro"">Analytic Challenges from Active-Passive Integration when NSA attacks IPSEC VPNs</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35517.pdf,"<span class=""asset-headline-intro"">Overview of the capabilities of the VALIANTSURF program</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35518.pdf,"<span class=""asset-headline-intro"">MALIBU Architecture Overview to exploit VPN Communication</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35519.pdf,"<span class=""asset-headline-intro"">POISENNUT Virtual Private Network Attack Orchestrator (VAO)</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35520.pdf,"<span class=""asset-headline-intro"">NSA Presentation on the development of Attacks on VPN</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35521.pdf,"<span class=""asset-headline-intro"">NSA Presentation on the Analysis and Contextualisation of data from VPN</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35522.pdf,"<span class=""asset-headline-intro"">Description of existing projects on VPN decryption</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35523.pdf,"<span class=""asset-headline-intro"">Explanation of the Transform Engine Emulator when attacking VPN</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35524.pdf,"<span class=""asset-headline-intro"">Explanation of the POISENNUT Product and its role when attacking VPN</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35525.pdf,"<span class=""asset-headline-intro"">Explanation of the TURMOIL GALLANTWAVE Program and its role when attacking VPN</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35526.pdf,"<span class=""asset-headline-intro"">Processing of data from exploited VPN in the TURMOIL program</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35527.pdf,"<span class=""asset-headline-intro"">Decryption of VPN Connections within the VALIANTSURF program</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35528.pdf,"<span class=""asset-headline-intro"">Description on the processing of VPN data packets within the TURMOIL program</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35529.pdf,"<span class=""asset-headline-intro"">Explanation on the SPIN9 program on end-to-end attacks on VPN</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35509.pdf,"<span class=""asset-headline-intro"">NSA Experiment for massive SSL/TLS Decryption</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35510.pdf,"<span class=""asset-headline-intro"">Canadian Document from CES on TLS Trends</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35511.pdf,"<span class=""asset-headline-intro"">Details on how NSA uses the SCARLETFEVER program to attack Scure Sockets Layer (SSL)/Transport Layer Scurity (TLS)</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35512.pdf,"<span class=""asset-headline-intro"">Analysis from SSL/TLS Connections through GCHQ in the flying pig database</span>",12/28/14,Prying Eyes: Inside the NSA's War on Internet Security,http://www.spiegel.de/international/germany/inside-the-nsa-s-war-on-internet-security-a-1010361.html,Der Spiegel,"US and British intelligence agencies undertake every effort imaginable to crack all types of encrypted Internet communication. The cloud, it seems, is full of holes. The good news: New Snowden documents show that some forms of encryption still cause problems for the NSA.","Edward Snowden, Big Data, GCHQ, NSA, International, Germany, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, Data Protection"
/media/media-35530.pdf,"<span class=""asset-headline-intro"">Guide for Analysts on how to use the PRISM Skype Collection</span>",12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel,,"International, World, NSA Spying Scandal"
/media/media-35531.pdf,"<span class=""asset-headline-intro"">GCHQ Briefing on the BULLRUN Program</span>",12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel,,"International, World, NSA Spying Scandal"
/media/media-35532.pdf,"<span class=""asset-headline-intro"">GCHQ Presentation on the BULLRUN Programs Decryption Capabilities</span>",12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel,,"International, World, NSA Spying Scandal"
/media/media-35533.pdf,"<span class=""asset-headline-intro"">NSA LONGHAUL program for end-to-end attack orchestration and key recovery service</span>",12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel,,"International, World, NSA Spying Scandal"
/media/media-35534.pdf,"<span class=""asset-headline-intro"">BLUESNORT program on ""Net Defense"" from Encrypted Communications</span>",12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel,,"International, World, NSA Spying Scandal"
/media/media-35535.pdf,"<span class=""asset-headline-intro"">Presentation from the SIGDEV Conference 2012 explaining which encryption protocols and techniques can be attacked and which not</span>",12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel,,"International, World, NSA Spying Scandal"
/media/media-35536.pdf,"<span class=""asset-headline-intro"">NSA program SCARLETFEVER explaining how attacks on encrypted connections are orchestrated</span>",12/28/14,"NSA Documents: Attacks on VPN, SSL, TLS, SSH, Tor",http://www.spiegel.de/international/world/nsa-documents-attacks-on-vpn-ssl-tls-ssh-tor-a-1010525.html,Der Spiegel,,"International, World, NSA Spying Scandal"
